slug,date,score,prose,fences,evidence,refs,visual,chars,n_fences,n_refs,action,title
tcp-retransmit-timeout-rto,2026-08-06,8,4,2,1,0,1,3560,4,0,KEEP,TCP 超时与重传：丢包后网络在赌什么
go-scheduler-gmp-preemption,2026-08-10,8,4,2,1,0,1,3647,4,0,KEEP,Go 调度器的三张表：P 队列、抢占与调度延迟
mesi-cache-coherence-false-sharing,2026-08-07,8,4,2,1,0,1,3691,4,0,KEEP,多核的假象：缓存一致性（MESI）与伪共享这笔税
http2-head-of-line-blocking,2026-08-10,8,4,2,1,0,1,3701,3,0,KEEP,HTTP/2 的队头阻塞还在：帧调度与流控的排队账
go-channel-hchan-cost,2026-08-12,8,4,2,1,0,1,3872,3,0,KEEP,channel 的容量边界：同一条 send 从 34.91ns 走到 139.0ns
typescript-dto-boundary,2026-08-16,8,4,2,0,1,1,3874,7,5,KEEP,数据出口是第二道边界：DTO 与脱敏，类型不管你丢不丢得掉字段
typescript-errors-result-throw,2026-08-16,8,4,2,0,1,1,3906,4,4,KEEP,错误处理：throw 是长臂，Result 是管道
llm-hallucination-measurable,2026-08-16,8,5,1,1,0,1,4050,1,0,KEEP,幻觉是可测量的：先盯三个统计陷阱，再谈模型
mysql-redo-undo-binlog,2026-08-07,8,5,2,0,0,1,4124,4,0,KEEP,MySQL 的三条日志：redo、undo、binlog 各记一本账
pi-advanced-04-tui-markdown-cjk,2026-08-23,8,5,2,0,0,1,4129,7,0,KEEP,终端渲染的深水区：流式 Markdown 语法高亮与中文字符对齐
covering-index-avoid-back-to-table,2026-08-07,8,5,2,0,0,1,4170,4,0,KEEP,回表为什么贵：InnoDB 的二级索引账本
dns-ttl-negative-cache,2026-08-08,8,5,2,0,0,1,4194,5,0,KEEP,DNS 没有立即生效，只有逐跳冷却：TTL 的三笔账
buffer-pool-lru-dirty-pages,2026-08-10,8,5,2,0,0,1,4206,7,0,KEEP,Buffer Pool 不是缓存：LRU 与脏页刷盘的两条时间线
mvcc-isolation-snapshot,2026-08-06,8,5,2,0,0,1,4207,4,0,KEEP,事务隔离不是靠锁：MVCC 的版本链与快照账本
dsh-01-architecture-overview,2026-08-24,8,5,2,0,0,1,4211,8,0,KEEP,DeepSeek Harness 架构解密（一）：Cordis 微内核与“一切皆插件”哲学
socket-backpressure-slow-consumer,2026-08-06,8,5,2,0,0,1,4231,4,0,KEEP,Socket 背压：慢消费者如何盯住你的服务
exactly-once-message-delivery,2026-08-06,8,5,2,0,0,1,4240,5,0,KEEP,exactly-once 先问边界：一条消息的一生
go-string-byte-conversion,2026-08-13,8,5,1,1,0,1,4240,2,0,KEEP,string ↔ []byte 的复制边界：编译器优化与 unsafe 都有合同
agent-engine-loop,2026-08-20,8,5,1,1,0,1,4324,2,0,KEEP,Agent 不会自己停：805 行循环里的三个终止闸门
agent-engine-context,2026-08-20,8,5,1,1,0,1,4389,2,0,KEEP,上下文是吃预算的大户：Pi 如何把装配权交给文件和钩子
browser-frame-16ms-budget,2026-08-08,8,5,2,0,0,1,4455,4,0,KEEP,一帧只有 16ms：Layout、Paint、Composite 谁在吃预算
llm-08-llm-as-a-judge-eval-engineering,2026-08-30,8,5,2,0,0,1,4500,3,0,KEEP,LLM-as-a-Judge 评测的科学与工程陷阱：四大系统性偏差、Kappa 一致性度量与 CI 
go-context-vs-abortsignal,2026-08-19,8,5,1,1,0,1,4554,2,2,KEEP,Go context 与 JS AbortSignal：两种取消模型的语义分界
kernel-06-linux-memory-paging-tlb-hugepages,2026-08-30,8,5,2,0,0,1,4577,4,0,KEEP,Linux 内存管理深度剖析：从虚拟地址空间、四级页表、TLB 命中到 HugePages 性能陷阱
llm-07-model-context-protocol-mcp,2026-08-30,8,5,2,0,0,1,4665,4,0,KEEP,Model Context Protocol (MCP) 深度剖析：架构全景、JSON-RPC 传输
k8s-controller-watch-etcd,2026-08-07,8,5,2,0,0,1,4703,4,0,KEEP,Kubernetes 控制面的莫比乌斯环：apiserver、watch 与 etcd 的增量账
distributed-tracing-otel,2026-08-02,8,5,1,0,1,1,4824,2,4,KEEP,分布式追踪：从 OpenTelemetry 看一次请求的一生
connection-pool-math-timeout,2026-08-10,8,5,1,1,0,1,4852,2,0,KEEP,连接池的容量是算出来的：Little 定律、排队与超时的分工
distributed-transactions-2pc-saga,2026-08-06,8,5,2,0,0,1,4939,4,0,KEEP,分布式事务：2PC 把悬挂交给协调器，SAGA 把补偿交给业务
time-wait-connection-reuse,2026-08-06,8,5,2,0,0,1,5096,5,0,KEEP,TIME_WAIT 到底在保护谁
redis-as-mq-consume-groups,2026-08-07,8,5,2,0,0,1,5214,3,0,KEEP,Redis 当消息队列的账：什么场景该用它，什么场景它是坑
k8s-requests-limits-cgroup,2026-08-08,8,5,2,0,0,1,5268,4,0,KEEP,Kubernetes 的 requests 与 limits 是两本账：管调度的那本，管不了运行时
lsm-vs-btree-io-amplification,2026-08-06,8,5,1,1,0,1,5353,2,0,KEEP,LSM 与 B+Tree 的 I/O 战争：先决定哪一种放大可以承受
frontend-framework-history,2026-08-06,8,5,2,0,0,1,5911,3,0,KEEP,前端框架为什么这么乱：四代问题与解法
evidence-engineering-raw-output,2026-08-19,8,5,1,1,0,1,5951,1,0,KEEP,证据的保质期：一份跑对了却落盘坏了的实验报告
redis-persistence-rdb-aof,2026-08-16,8,5,1,1,0,1,6365,2,0,KEEP,Redis 的持久化不是备份：RDB 点备份与 AOF 重放的两张表
go-netpoll-wakeup-scheduling,2026-08-16,8,5,1,1,0,1,6422,2,0,KEEP,阻塞在 socket 读的 goroutine 为什么不吃线程：Go netpoll 的四次交接
sharding-partition-key-migration,2026-08-16,8,5,1,1,0,1,6530,2,0,KEEP,分库分表不是扩容：分片键、跨片查询与搬家的三本账
log-level-irreversible-information-destruction,2026-09-01,8,5,1,0,1,1,6712,2,5,KEEP,日志级别是一种不可逆的信息销毁决策
fsync-group-commit,2026-08-06,8,5,2,0,0,1,7393,7,0,KEEP,数据库为什么宁可慢，也要等你 fsync
vector-index-hnsw-ivf-pq,2026-08-16,8,5,1,1,0,1,7396,2,0,KEEP,向量检索不是算相似度：HNSW 的图、IVF 的桶与 PQ 的量化，三档召回/时延账
speedtest-service-architecture,2026-08-23,8,5,1,1,0,1,7483,1,0,KEEP,你的带宽是怎么被算出来的：测速服务的节点地图与上下行架构
k8s-iptables-ebpf-service,2026-08-16,8,5,1,1,0,1,8047,2,0,KEEP,Service 不是转发是线性遍历：iptables 规则链 vs eBPF O(1)
kafka-rebalance-stop-the-world,2026-08-16,8,5,1,1,0,1,8090,2,0,KEEP,Kafka 再平衡的税：一次 rebalance 让消费组整组停摆
ai-agent-protocol-stack,2026-08-08,8,5,2,0,0,1,8142,4,0,KEEP,不是协议之战：AI Agent 的七条接缝
perf-flamegraph-sampling,2026-08-01,8,5,2,0,0,1,8584,8,0,KEEP,先采样再优化:perf 火焰图与 CPU 时间到底去哪了
understanding-context-switching-from-cpu-to-goroutines,2026-07-26,8,5,2,0,0,1,9538,13,0,KEEP,从晶体管到 Go 协程：图解 Linux 上下文切换的物理本质与硬核源码
inside-my-markdown-blog-architecture,2026-07-26,8,5,2,0,0,1,10249,22,0,KEEP,一个 Markdown 博客的完整生命周期：从文本到线上的全链路架构
go-context-patterns,2026-07-21,8,5,2,0,0,1,10537,19,0,KEEP,理解 Go Context 的边界
replication-lag-read-paths,2026-08-01,8,5,2,0,0,1,10957,8,0,KEEP,主从复制延迟的账单：读路径设计的三种姿势
llm-06-api-protocol-evolution,2026-08-30,8,5,2,0,0,1,11018,18,0,KEEP,大模型 API 协议演进史：从 /v1/completions 到 Realtime 双向帧的协议下
understanding-event-loops,2026-07-12,8,5,2,0,0,1,11075,12,0,KEEP,事件循环不是一个循环
zero-copy-sendfile-io-uring,2026-08-01,8,5,2,0,0,1,11113,13,0,KEEP,一次网络请求的数据被搬了几次:从 sendfile 到 io_uring 的零拷贝路线图
cache-consistency,2026-07-31,8,5,2,0,0,1,11218,13,0,KEEP,缓存一致为什么比缓存命中难
graceful-shutdown-in-go,2026-08-01,8,5,2,0,0,1,11475,14,0,KEEP,SIGTERM 之后发生了什么:把优雅停机做成一件确定的事
ai-backend-no-magic,2026-07-31,8,5,2,0,0,1,11867,12,0,KEEP,AI 应用的后端没有魔法
wal-crash-recovery,2026-07-31,8,5,2,0,0,1,18655,15,0,KEEP,WAL 是数据库的命根子
app-speed-test-architecture-cost,2026-08-22,8,5,2,0,0,1,18967,16,0,KEEP,APP 测速服务端怎么设计：中国大陆的架构、资源与成本
service-design-adr,2026-08-16,9,4,2,1,1,1,3451,3,4,KEEP,第一行代码之前：先定义选型问题，再写 ADR
tcp-nagle-delayed-ack,2026-08-15,9,4,2,1,1,1,3478,4,4,KEEP,Nagle 与延迟 ACK：两个省包策略为何在高 RTT 下互相等待
typescript-event-loop-vs-gmp,2026-08-16,9,4,2,1,1,1,3671,7,4,KEEP,Go 的 goroutine 和 Node 的事件循环：先把两种等待分开
service-ci-cd,2026-08-16,9,4,2,1,1,1,3837,6,3,KEEP,一条 commit 先到 CI：绿灯不是部署证据
go-gc-gctrace-account,2026-08-07,9,5,2,1,0,1,4019,6,0,KEEP,Go 的 GC 不是零停顿：用 gctrace 拆开三段相位与调参边界
go-happens-before,2026-08-08,9,5,2,1,0,1,4032,7,0,KEEP,Go 并发里没有先来后到：happens-before 才是唯一的裁判
typescript-agent-state-machine,2026-08-16,9,5,2,0,1,1,4045,4,3,KEEP,Agent 循环的隐形状态债：把 if 散落的规则换成状态表
go-timeafter-hidden-cost,2026-08-11,9,5,2,1,0,1,4243,4,0,KEEP,time.After 的隐藏账单：248B 分配不是 Stop 能消掉的
tcp-syn-queue-backlog,2026-08-10,9,5,2,1,0,1,4261,6,0,KEEP,TCP 握手也要排队：SYN 队列与 accept 队列的两道闸
go-sync-map-boundary,2026-08-15,9,5,2,1,0,1,4285,3,0,KEEP,sync.Map 的真实边界：read 表便宜，写入与 miss 会把账单转回来
distributed-id-snowflake-segment,2026-08-07,9,5,2,1,0,1,4322,3,0,KEEP,分布式 ID 不是随机数：雪花、号段与有序 UUID 的取舍
llm-09-mcp-stateless-core,2026-09-13,9,5,2,1,0,1,4338,4,0,KEEP,MCP 2026-07-28 无状态核心：删掉握手和 session 之后，多轮请求去哪了
tcp-congestion-control-bbr,2026-08-02,9,5,2,0,1,1,4391,7,6,KEEP,TCP 拥塞控制不是带宽开关：cwnd、队列与 BBR 的边界
go-goroutine-stack-growth,2026-08-14,9,5,2,1,0,1,4414,3,0,KEEP,goroutine 的栈为什么会搬家：2KB 起步、按需翻倍与指针修正
typescript-type-gymnastics,2026-08-16,9,5,2,0,1,1,4414,4,5,KEEP,类型体操不是炫技：注册表、模板字面量与一次编译期的守卫
go-lock-cost-futex-rwlock,2026-08-08,9,5,2,1,0,1,4490,5,0,KEEP,锁的成本是排队不是加锁：Mutex、atomic 与自旋的争用曲线
k8s-scheduler-resource-ledger,2026-08-10,9,5,2,1,0,1,4528,7,0,KEEP,K8s 调度器不是找最空的机器：filter 与 score 的两轮筛选
js-async-await-promise-timing,2026-08-10,9,5,2,1,0,1,4548,7,0,KEEP,Promise 三态机与 async/await 的执行时序：一张图跑通所有谜题
tls-handshake-deep-dive,2026-08-02,9,5,2,0,1,1,5232,4,4,KEEP,TLS 握手全流程：HTTPS 那几毫秒里发生了什么
typescript-pitfalls-for-go-backend-developers,2026-08-14,9,5,2,0,1,1,5371,23,5,KEEP,给 Go 后端开发者的 TypeScript 语法避坑指南
optimistic-vs-pessimistic-lock,2026-08-16,9,5,2,1,0,1,5800,6,0,KEEP,乐观锁不是免费的：冲突重试税 vs FOR UPDATE 排队税
virtual-memory-page-fault,2026-08-02,9,5,2,0,1,1,5984,5,6,KEEP,虚拟内存与缺页中断：malloc 之后发生了什么
seckill-inventory-atomic-gates,2026-08-16,9,5,2,1,0,1,6167,6,0,KEEP,秒杀不是削峰：库存扣减的原子账与三层闸门
llm-as-judge-evals,2026-08-16,9,5,2,1,0,1,6466,4,0,KEEP,LLM-as-judge 不是免费裁判：三笔偏差税与 token 成本
sse-vs-websocket-streaming,2026-08-16,9,5,2,1,0,1,6577,4,0,KEEP,SSE 不是 WebSocket 的廉价版：LLM 流式选型的协议账
llm-continuous-batching-throughput,2026-08-16,9,5,2,1,0,1,6798,3,0,KEEP,LLM 推理的排队税：从静态批到 continuous batching，一张 GPU 的利用率账
outbox-cdc-dual-write-atomicity,2026-08-16,9,5,2,1,0,1,6988,6,0,KEEP,双写必有一扇窗：Outbox 与 binlog CDC 的原子性取舍
postgres-bloat-autovacuum,2026-08-16,9,5,2,1,0,1,7063,4,0,KEEP,Postgres 的膨胀税：autovacuum 没跑的那 40% bloat 与冻结年龄
mysql-optimizer-explain-cost,2026-08-16,9,5,2,1,0,1,7176,6,0,KEEP,MySQL 为什么不走你的索引：统计信息、代价模型与 EXPLAIN 的账
raft-linearizable-read-leases,2026-08-16,9,5,2,1,0,1,7268,7,0,KEEP,Raft 的读也要过多数派：ReadIndex、Lease read 与 stale read 的三
mysql-online-ddl-mdl-lock,2026-08-16,9,5,2,1,0,1,7584,5,0,KEEP,ALTER 的“在线”是打折的：MDL 锁与全表重建的排队账
mini-lsm-write-amplification,2026-08-16,9,5,2,1,0,1,7805,3,0,KEEP,造一个迷你 LSM：写放大与读放大，同一份数据的两张账
llm-kv-cache-memory-budget,2026-08-16,9,5,2,1,0,1,9733,7,0,KEEP,显存不是算力：KV cache 的字节账，40GB 里到底塞得下几个并发
idempotency-engineering,2026-08-01,9,5,2,1,0,1,9964,13,0,KEEP,重试会放大错误：幂等性工程的键、状态与未知结果
clock-skew-distributed-systems,2026-08-01,9,5,2,1,0,1,10978,10,0,KEEP,时间戳会骗人:时钟回拨与分布式系统的顺序幻觉
select-poll-epoll-deep-dive,2026-08-22,9,5,2,0,1,1,18213,16,24,KEEP,select、poll、epoll 的本质区别：谁保存关注集合，谁交付就绪事件
typescript-llm-tool-loop,2026-08-15,10,5,2,1,1,1,4336,9,5,KEEP,用 TypeScript 写 LLM 工具循环：类型系统如何替并发编排兜底
typescript-toolchain-rules,2026-08-16,10,5,2,1,1,1,4426,6,6,KEEP,TS 世界的运行规则：semver、lockfile、包管理器与转译器的分工
rate-limiting-circuit-breaker,2026-08-02,10,5,2,1,1,1,4877,4,4,KEEP,限流、熔断与降级：高可用三件套的权衡
jwt-session-oauth2-revocation,2026-08-16,10,5,2,1,1,1,7466,3,5,KEEP,Token 的吊销税：JWT、Session 与 OAuth2 的状态两难
speedtest-go-deep-dive-whitepaper,2026-08-27,10,5,2,1,1,1,27212,12,38,KEEP,测速服务如何知道你的带宽：从 IDC 网络路径到 speedtest-go 实现
